VIN,Country,City,Postal Code,Model Year,Make,Model,Electric Vehicle Type,CAFV Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,2020 Census Tract
VIN00000818,Canada,Moscow,51052,2008,TOYOTA,Mustang,BEV,Not Eligible,164,149961,25,287954,CUSTOMS WAREHOUSE,590509
VIN00000819,France,New York,30077,2022,TESLA,Leaf,BEV,Eligible,170,117972,18,504325,PORT OF TACOMA,218168
VIN00000820,Mexico,Paris,83750,2008,CHEVROLET,Leaf,PHEV,Not Eligible,146,128090,37,824476,CUSTOMS WAREHOUSE,938622
VIN00000821,Japan,Moscow,83201,2016,CHEVROLET,Bolt,BEV,Not Eligible,172,67171,46,974400,PORT OF TACOMA,924759
VIN00000822,Russia,Toronto,19687,2003,BMW,Leaf,BEV,Eligible,127,39347,47,356098,PORT OF SEATTLE,255254
VIN00000823,USA,Tokyo,41780,2016,BMW,Bolt,PHEV,Not Eligible,189,98878,24,578585,PORT OF TACOMA,369654
VIN00000824,Canada,Toronto,80090,2022,CHEVROLET,Mustang,PHEV,Eligible,307,137100,19,488836,PORT OF SEATTLE,689114
VIN00000825,China,New York,65159,2016,TOYOTA,Bolt,BEV,Not Eligible,58,67041,5,630857,PORT OF TACOMA,844568
VIN00000826,Canada,New York,87594,2006,BMW,Camry,PHEV,Eligible,262,53954,10,609147,PORT OF SEATTLE,495816
VIN00000827,Brazil,Berlin,95244,2015,TOYOTA,Camry,BEV,Not Eligible,330,111586,33,693184,PORT OF SEATTLE,700919
VIN00000828,UK,Tokyo,89418,2014,FORD,Camry,PHEV,Not Eligible,207,74333,1,920705,CUSTOMS WAREHOUSE,929947
VIN00000829,Australia,São Paulo,39320,2020,CHEVROLET,Model S,PHEV,Eligible,60,37498,34,226316,CUSTOMS WAREHOUSE,891937
VIN00000830,Mexico,São Paulo,32481,2008,FORD,Camry,BEV,Not Eligible,197,116230,46,534948,PORT OF SEATTLE,965194
VIN00000831,Canada,Sydney,95080,2003,CHEVROLET,Leaf,BEV,Eligible,237,59221,17,373383,PORT OF TACOMA,536957
VIN00000832,Mexico,Tokyo,11171,2021,BMW,Mustang,BEV,Not Eligible,348,60761,28,335832,PORT OF TACOMA,938239
VIN00000833,UK,Paris,19454,2021,NISSAN,Bolt,PHEV,Not Eligible,127,122141,38,746357,PORT OF SEATTLE,903652
VIN00000834,France,São Paulo,44503,2024,TESLA,Mustang,BEV,Eligible,203,86276,21,753455,PORT OF SEATTLE,824155
VIN00000835,Australia,Tokyo,40214,2010,BMW,Leaf,PHEV,Not Eligible,398,51735,24,701242,PORT OF SEATTLE,666403
VIN00000836,UK,São Paulo,75788,2022,NISSAN,Mustang,PHEV,Not Eligible,115,73585,27,934033,PORT OF SEATTLE,601605
VIN00000837,Brazil,Sydney,76028,2018,FORD,Camry,PHEV,Eligible,81,52036,6,796812,PORT OF TACOMA,380137
VIN00000838,Australia,Moscow,22976,2021,BMW,Model X,BEV,Not Eligible,288,145645,24,636592,PORT OF TACOMA,433773
VIN00000839,Japan,London,52823,2001,TOYOTA,Leaf,PHEV,Eligible,382,131244,42,470894,PORT OF SEATTLE,357737
VIN00000840,China,Mumbai,48111,2016,BMW,Bolt,PHEV,Eligible,292,80429,45,737196,CUSTOMS WAREHOUSE,722455
VIN00000841,Germany,New York,11327,2020,TESLA,Model X,PHEV,Eligible,295,141414,36,277430,PORT OF SEATTLE,137119
VIN00000842,Brazil,Paris,18382,2019,CHEVROLET,Model S,BEV,Not Eligible,130,120063,34,257359,PORT OF SEATTLE,300246
VIN00000843,Germany,Moscow,21219,2013,TOYOTA,Leaf,PHEV,Not Eligible,55,107081,49,331854,PORT OF TACOMA,747538
VIN00000844,UK,Berlin,89655,2005,CHEVROLET,Model X,BEV,Not Eligible,308,148071,31,344467,PORT OF SEATTLE,545410
VIN00000845,Brazil,São Paulo,36742,2023,NISSAN,Camry,BEV,Eligible,80,32082,36,304187,CUSTOMS WAREHOUSE,769497
VIN00000846,USA,Mumbai,92289,2013,TESLA,Model S,BEV,Eligible,152,49100,24,376375,PORT OF SEATTLE,976211
VIN00000847,UK,Berlin,65439,2011,NISSAN,Model S,PHEV,Not Eligible,237,37895,26,193413,PORT OF SEATTLE,716109
VIN00000848,USA,Mumbai,11059,2016,TOYOTA,Model X,BEV,Not Eligible,301,73257,46,493190,CUSTOMS WAREHOUSE,347664
VIN00000849,Mexico,London,11703,2009,NISSAN,Model X,PHEV,Eligible,98,80356,14,772334,PORT OF SEATTLE,735608
VIN00000850,Mexico,New York,77247,2007,TESLA,Model S,BEV,Not Eligible,161,66854,14,587076,PORT OF SEATTLE,411055
VIN00000851,France,Mumbai,32291,2014,TOYOTA,Bolt,BEV,Eligible,376,146928,27,241408,PORT OF TACOMA,681430
VIN00000852,Australia,São Paulo,28583,2011,NISSAN,Leaf,BEV,Not Eligible,123,121301,13,153717,PORT OF TACOMA,853743
VIN00000853,USA,Mumbai,42377,2013,TOYOTA,Model S,PHEV,Not Eligible,165,66066,41,828027,PORT OF SEATTLE,776904
VIN00000854,China,Paris,96261,2011,BMW,Model X,PHEV,Eligible,181,38616,20,489067,CUSTOMS WAREHOUSE,216453
VIN00000855,Japan,New York,59457,2010,NISSAN,Leaf,PHEV,Not Eligible,95,79729,9,859086,PORT OF SEATTLE,818345
VIN00000856,India,Mumbai,89417,2008,CHEVROLET,Camry,PHEV,Not Eligible,342,61722,48,347963,PORT OF TACOMA,406281
VIN00000857,UK,Toronto,90034,2022,FORD,Model X,BEV,Not Eligible,146,149964,13,760614,PORT OF SEATTLE,500895
VIN00000858,Mexico,Moscow,52655,2005,CHEVROLET,Model X,PHEV,Not Eligible,235,67468,7,685449,CUSTOMS WAREHOUSE,159018
VIN00000859,Mexico,Moscow,65369,2022,BMW,Model X,BEV,Not Eligible,368,127877,38,896999,PORT OF TACOMA,664202
VIN00000860,Australia,São Paulo,87809,2005,BMW,Model X,BEV,Eligible,169,79352,47,700517,PORT OF SEATTLE,211426
VIN00000861,China,New York,15638,2001,TOYOTA,Model S,PHEV,Not Eligible,141,121488,7,736720,PORT OF TACOMA,139138
VIN00000862,Germany,New York,71461,2022,BMW,Bolt,BEV,Eligible,120,54873,4,378130,PORT OF SEATTLE,644506
VIN00000863,India,London,62175,2004,BMW,Leaf,PHEV,Eligible,185,67476,2,305425,CUSTOMS WAREHOUSE,519198
VIN00000864,France,Toronto,59058,2023,NISSAN,Bolt,PHEV,Eligible,140,125250,32,118477,PORT OF TACOMA,849622
VIN00000865,Canada,London,62560,2016,CHEVROLET,Leaf,PHEV,Not Eligible,177,142305,8,811266,PORT OF TACOMA,416977
VIN00000866,France,Sydney,91593,2011,TESLA,Mustang,BEV,Eligible,314,145498,16,378089,CUSTOMS WAREHOUSE,568331
VIN00000867,Germany,Berlin,25215,2009,FORD,Model X,BEV,Not Eligible,132,44463,32,170833,PORT OF TACOMA,230724
VIN00000868,Mexico,Mumbai,29867,2017,FORD,Bolt,BEV,Not Eligible,135,76833,41,370044,PORT OF TACOMA,893872
VIN00000869,Brazil,Moscow,22457,2009,TESLA,Mustang,BEV,Not Eligible,353,115162,31,743956,PORT OF SEATTLE,316729
VIN00000870,UK,Berlin,73593,2003,FORD,Camry,PHEV,Not Eligible,235,106263,17,180740,PORT OF SEATTLE,399526
VIN00000871,Brazil,New York,76788,2015,BMW,Camry,BEV,Eligible,199,55278,33,629863,PORT OF TACOMA,982945
VIN00000872,USA,Berlin,91828,2009,CHEVROLET,Model S,BEV,Eligible,174,101467,34,336060,CUSTOMS WAREHOUSE,202304
VIN00000873,Japan,Tokyo,34899,2022,TOYOTA,Leaf,PHEV,Eligible,111,87044,49,201989,CUSTOMS WAREHOUSE,554686
VIN00000874,USA,Berlin,47500,2022,BMW,Model S,BEV,Eligible,206,101021,6,309530,CUSTOMS WAREHOUSE,188803
VIN00000875,Australia,New York,13821,2010,CHEVROLET,Bolt,PHEV,Eligible,387,115944,38,625583,PORT OF TACOMA,425699
VIN00000876,Canada,Mumbai,96881,2017,TESLA,Leaf,BEV,Eligible,177,52123,46,392675,PORT OF SEATTLE,902193
VIN00000877,USA,Toronto,14491,2024,TESLA,Camry,PHEV,Eligible,51,99599,21,293728,CUSTOMS WAREHOUSE,727087
VIN00000878,Canada,London,68822,2010,NISSAN,Mustang,BEV,Eligible,86,108445,43,431564,CUSTOMS WAREHOUSE,197012
VIN00000879,Germany,Mumbai,32277,2001,NISSAN,Model X,PHEV,Not Eligible,212,58568,11,206371,CUSTOMS WAREHOUSE,664013
VIN00000880,India,London,91815,2003,TESLA,Mustang,BEV,Eligible,369,117692,12,615845,PORT OF TACOMA,666317
VIN00000881,Russia,Toronto,72618,2014,CHEVROLET,Camry,PHEV,Eligible,204,129124,45,199522,CUSTOMS WAREHOUSE,127755
VIN00000882,Mexico,Toronto,25149,2010,BMW,Leaf,PHEV,Not Eligible,252,132883,23,813157,PORT OF TACOMA,828322
VIN00000883,India,London,71194,2005,CHEVROLET,Model X,BEV,Eligible,148,146129,30,665990,PORT OF TACOMA,188995
VIN00000884,Mexico,Paris,95923,2008,TOYOTA,Camry,BEV,Not Eligible,54,80329,49,163103,PORT OF TACOMA,635199
VIN00000885,UK,Toronto,89117,2019,TESLA,Camry,PHEV,Not Eligible,60,85003,21,959895,PORT OF SEATTLE,672495
VIN00000886,China,Mumbai,97146,2012,BMW,Mustang,BEV,Not Eligible,109,37913,16,624062,PORT OF SEATTLE,717838
VIN00000887,Germany,São Paulo,57893,2004,FORD,Camry,BEV,Not Eligible,292,66753,25,957470,PORT OF SEATTLE,400448
VIN00000888,Russia,Sydney,46981,2006,NISSAN,Bolt,PHEV,Not Eligible,195,47977,50,433948,PORT OF TACOMA,336586
VIN00000889,UK,Berlin,93886,2020,FORD,Bolt,BEV,Eligible,81,35004,47,751767,PORT OF SEATTLE,457717
VIN00000890,France,Berlin,44770,2007,TOYOTA,Model X,PHEV,Not Eligible,202,107454,49,439784,CUSTOMS WAREHOUSE,108595
VIN00000891,Russia,Mumbai,87088,2002,FORD,Mustang,BEV,Eligible,167,134619,43,504401,PORT OF TACOMA,573384
VIN00000892,China,New York,17773,2005,BMW,Model S,BEV,Eligible,289,34301,31,403255,PORT OF TACOMA,158781
VIN00000893,India,Paris,52622,2018,CHEVROLET,Leaf,BEV,Eligible,263,146516,6,574842,CUSTOMS WAREHOUSE,649401
VIN00000894,Canada,Berlin,47844,2006,CHEVROLET,Leaf,BEV,Not Eligible,328,38868,42,131855,PORT OF TACOMA,680233
VIN00000895,Mexico,Moscow,16612,2005,TESLA,Model S,BEV,Eligible,335,99852,29,604583,PORT OF SEATTLE,948170
VIN00000896,Germany,Berlin,51908,2000,TESLA,Leaf,BEV,Eligible,216,145093,8,897482,PORT OF SEATTLE,323732
VIN00000897,Germany,London,48455,2011,FORD,Leaf,PHEV,Eligible,120,80270,29,214724,CUSTOMS WAREHOUSE,978302
VIN00000898,USA,Tokyo,40965,2022,BMW,Bolt,PHEV,Not Eligible,356,39768,45,822020,CUSTOMS WAREHOUSE,983692
VIN00000899,Australia,Mumbai,28331,2000,CHEVROLET,Camry,PHEV,Not Eligible,88,44841,1,427322,PORT OF TACOMA,915848
VIN00000900,Australia,Moscow,23387,2016,FORD,Leaf,PHEV,Not Eligible,342,113516,47,587492,CUSTOMS WAREHOUSE,770386
VIN00000901,USA,São Paulo,84502,2005,NISSAN,Camry,PHEV,Not Eligible,140,52584,6,143409,PORT OF SEATTLE,474885
VIN00000902,Australia,Berlin,62043,2023,TESLA,Mustang,BEV,Eligible,290,53839,8,821634,PORT OF TACOMA,281957
VIN00000903,Mexico,Tokyo,91530,2021,BMW,Model S,PHEV,Eligible,261,141282,18,949832,PORT OF TACOMA,455679
VIN00000904,Brazil,New York,89851,2020,BMW,Model X,BEV,Not Eligible,367,66679,6,337945,PORT OF SEATTLE,300556
VIN00000905,Japan,New York,29036,2021,NISSAN,Mustang,BEV,Not Eligible,160,72749,44,840377,PORT OF SEATTLE,671114
VIN00000906,Canada,New York,36177,2002,CHEVROLET,Camry,BEV,Eligible,76,61288,22,342492,PORT OF TACOMA,117812
VIN00000907,India,New York,53838,2018,BMW,Model X,BEV,Not Eligible,192,136566,36,106039,PORT OF SEATTLE,627399
VIN00000908,USA,New York,35513,2001,TOYOTA,Leaf,BEV,Not Eligible,366,139390,17,154071,PORT OF SEATTLE,659944
VIN00000909,Brazil,New York,84876,2024,FORD,Camry,BEV,Not Eligible,306,39717,41,426391,PORT OF TACOMA,278836
VIN00000910,UK,Berlin,10471,2006,NISSAN,Bolt,BEV,Not Eligible,270,57247,16,586877,PORT OF TACOMA,323833
VIN00000911,Mexico,Paris,62730,2003,TOYOTA,Leaf,BEV,Not Eligible,266,70074,11,996736,PORT OF TACOMA,807743
VIN00000912,Japan,Toronto,61416,2019,TOYOTA,Model X,PHEV,Eligible,266,56614,4,202928,PORT OF SEATTLE,141469
VIN00000913,Canada,Tokyo,54058,2014,CHEVROLET,Mustang,BEV,Not Eligible,124,127330,22,770546,PORT OF SEATTLE,889376
VIN00000914,Russia,Tokyo,61863,2001,TOYOTA,Leaf,BEV,Not Eligible,160,137556,39,156444,PORT OF SEATTLE,717812
VIN00000915,China,Mumbai,63312,2004,BMW,Mustang,BEV,Not Eligible,112,63547,41,386060,PORT OF TACOMA,751741
VIN00000916,Canada,Tokyo,96069,2002,FORD,Bolt,BEV,Not Eligible,315,43895,10,111577,PORT OF SEATTLE,798871
VIN00000917,Brazil,Toronto,35983,2000,TESLA,Leaf,PHEV,Not Eligible,400,99972,36,950442,PORT OF SEATTLE,645841
VIN00000918,Mexico,London,81597,2010,CHEVROLET,Model S,BEV,Eligible,224,98470,11,466686,PORT OF TACOMA,873572
VIN00000919,Germany,London,43541,2008,CHEVROLET,Bolt,BEV,Eligible,181,115494,49,290122,PORT OF TACOMA,585503
VIN00000920,Canada,London,76779,2002,FORD,Bolt,PHEV,Eligible,89,75195,40,502111,PORT OF SEATTLE,351241
VIN00000921,India,New York,87521,2020,BMW,Model X,PHEV,Eligible,58,33649,48,537833,PORT OF SEATTLE,531999
VIN00000922,USA,Moscow,70305,2004,CHEVROLET,Model S,PHEV,Not Eligible,242,106166,33,314494,PORT OF TACOMA,348921
VIN00000923,Japan,Sydney,77553,2010,CHEVROLET,Model S,BEV,Not Eligible,250,37969,24,119951,PORT OF SEATTLE,111445
VIN00000924,Japan,Berlin,87591,2016,BMW,Leaf,BEV,Eligible,146,131557,43,611359,PORT OF TACOMA,730598
VIN00000925,Brazil,New York,23957,2013,TOYOTA,Bolt,BEV,Not Eligible,188,109833,19,978569,PORT OF SEATTLE,479623
VIN00000926,France,Berlin,57038,2024,FORD,Model S,BEV,Not Eligible,324,112295,6,551478,PORT OF SEATTLE,762551
VIN00000927,China,New York,99420,2014,NISSAN,Model X,PHEV,Eligible,163,97511,19,961416,PORT OF SEATTLE,253087
VIN00000928,Brazil,New York,72075,2010,FORD,Model X,PHEV,Eligible,123,107131,39,869605,CUSTOMS WAREHOUSE,157561
VIN00000929,Russia,Tokyo,29654,2016,TESLA,Mustang,BEV,Not Eligible,336,139712,44,295571,CUSTOMS WAREHOUSE,666331
VIN00000930,France,Tokyo,31539,2004,BMW,Mustang,PHEV,Eligible,372,40527,17,321492,PORT OF TACOMA,415432
VIN00000931,USA,Mumbai,75673,2017,TOYOTA,Model S,BEV,Not Eligible,119,103387,5,260482,PORT OF TACOMA,899245
VIN00000932,USA,London,33354,2021,NISSAN,Bolt,BEV,Eligible,358,140819,4,948837,PORT OF TACOMA,588476
VIN00000933,Mexico,Moscow,20108,2010,CHEVROLET,Model X,BEV,Eligible,88,88329,47,169955,PORT OF SEATTLE,198057
VIN00000934,Russia,Mumbai,73242,2024,TOYOTA,Model S,PHEV,Not Eligible,86,107272,3,196552,CUSTOMS WAREHOUSE,912265
VIN00000935,Russia,Paris,74285,2001,TOYOTA,Model S,PHEV,Not Eligible,344,101862,24,547991,PORT OF TACOMA,703584
VIN00000936,Mexico,Sydney,53280,2001,BMW,Camry,PHEV,Not Eligible,296,106345,14,565525,PORT OF TACOMA,240341
VIN00000937,Mexico,Sydney,27485,2019,CHEVROLET,Model X,PHEV,Eligible,287,72621,21,665803,CUSTOMS WAREHOUSE,702962
VIN00000938,UK,Mumbai,53446,2020,BMW,Model X,BEV,Eligible,168,135611,43,694767,PORT OF SEATTLE,365606
VIN00000939,USA,Sydney,17045,2007,TESLA,Model S,BEV,Eligible,253,116349,15,530128,CUSTOMS WAREHOUSE,535847
VIN00000940,Canada,Toronto,18461,2018,CHEVROLET,Mustang,PHEV,Not Eligible,382,115410,9,506032,CUSTOMS WAREHOUSE,476890
VIN00000941,Japan,Mumbai,57941,2002,TOYOTA,Leaf,BEV,Not Eligible,67,146504,3,843285,PORT OF SEATTLE,242124
VIN00000942,Japan,Berlin,98479,2021,CHEVROLET,Model X,BEV,Not Eligible,183,130029,37,690512,PORT OF TACOMA,968401
VIN00000943,France,New York,99293,2022,TESLA,Bolt,PHEV,Eligible,248,35688,1,339733,PORT OF SEATTLE,131082
VIN00000944,USA,New York,23974,2014,BMW,Leaf,PHEV,Eligible,212,75489,12,771451,CUSTOMS WAREHOUSE,748623
VIN00000945,China,Tokyo,78400,2017,TOYOTA,Leaf,BEV,Eligible,356,32130,34,225235,PORT OF SEATTLE,756935
VIN00000946,Australia,Paris,53333,2016,TESLA,Model S,PHEV,Eligible,179,148718,18,499220,PORT OF SEATTLE,672642
VIN00000947,Japan,New York,86514,2015,TESLA,Model X,BEV,Not Eligible,152,144163,4,765542,CUSTOMS WAREHOUSE,397803
VIN00000948,France,Toronto,71117,2012,CHEVROLET,Leaf,PHEV,Eligible,369,117081,17,367624,CUSTOMS WAREHOUSE,429540
VIN00000949,Mexico,Moscow,45176,2023,BMW,Model S,BEV,Not Eligible,290,122858,13,519084,CUSTOMS WAREHOUSE,899322
VIN00000950,Australia,Toronto,74310,2002,BMW,Leaf,BEV,Not Eligible,265,91005,17,709282,PORT OF TACOMA,733819
VIN00000951,Brazil,Berlin,20970,2003,BMW,Mustang,BEV,Eligible,89,55816,20,462742,CUSTOMS WAREHOUSE,185128
VIN00000952,China,Toronto,30459,2011,BMW,Model X,BEV,Eligible,203,68463,30,697950,CUSTOMS WAREHOUSE,595902
VIN00000953,Canada,Moscow,45624,2016,TOYOTA,Mustang,PHEV,Not Eligible,350,123212,22,389246,PORT OF TACOMA,169535
VIN00000954,Mexico,Sydney,92515,2021,CHEVROLET,Model X,PHEV,Eligible,157,57543,23,496295,PORT OF SEATTLE,375160
VIN00000955,France,Berlin,19841,2022,TESLA,Model S,BEV,Eligible,299,121014,46,996555,CUSTOMS WAREHOUSE,575996
VIN00000956,Mexico,Mumbai,99611,2014,FORD,Model S,PHEV,Not Eligible,369,102479,26,174752,PORT OF TACOMA,339586
VIN00000957,India,Paris,60229,2011,TESLA,Mustang,PHEV,Eligible,332,58174,48,721397,PORT OF TACOMA,899497
VIN00000958,China,Tokyo,25708,2006,TOYOTA,Leaf,BEV,Not Eligible,248,95564,40,249936,CUSTOMS WAREHOUSE,933764
VIN00000959,China,Tokyo,11840,2011,TOYOTA,Model X,PHEV,Eligible,124,76553,12,370746,PORT OF TACOMA,625221
VIN00000960,Japan,Berlin,15315,2024,NISSAN,Bolt,BEV,Eligible,328,47455,46,649293,PORT OF TACOMA,230573
VIN00000961,UK,São Paulo,97337,2008,BMW,Leaf,PHEV,Not Eligible,159,50210,22,139887,PORT OF TACOMA,151160
VIN00000962,Japan,Mumbai,49037,2000,NISSAN,Bolt,PHEV,Not Eligible,377,88443,19,629076,PORT OF TACOMA,539955
VIN00000963,China,Sydney,91913,2018,TOYOTA,Leaf,BEV,Not Eligible,232,39443,39,339131,CUSTOMS WAREHOUSE,153986
VIN00000964,Brazil,Moscow,93407,2001,CHEVROLET,Camry,BEV,Not Eligible,336,61682,14,616223,CUSTOMS WAREHOUSE,862041
VIN00000965,Australia,New York,90235,2015,TESLA,Model S,BEV,Eligible,73,137389,3,837864,PORT OF TACOMA,907999
VIN00000966,Russia,Moscow,84263,2018,TOYOTA,Mustang,BEV,Eligible,205,44638,15,456260,PORT OF SEATTLE,334636
VIN00000967,Australia,Berlin,31522,2001,FORD,Model S,BEV,Not Eligible,87,39752,42,973232,PORT OF SEATTLE,539665
VIN00000968,Brazil,Tokyo,58393,2009,TOYOTA,Camry,PHEV,Not Eligible,309,76042,36,424793,PORT OF TACOMA,329144
VIN00000969,Germany,Berlin,13527,2001,NISSAN,Leaf,PHEV,Eligible,250,50069,43,198608,CUSTOMS WAREHOUSE,774606
VIN00000970,Russia,São Paulo,67401,2010,CHEVROLET,Bolt,BEV,Not Eligible,171,124736,45,596080,CUSTOMS WAREHOUSE,171999
VIN00000971,Germany,Mumbai,17610,2013,TESLA,Model S,BEV,Eligible,252,34695,14,365726,CUSTOMS WAREHOUSE,945024
VIN00000972,China,Tokyo,66330,2018,TESLA,Model X,PHEV,Not Eligible,302,74357,34,529202,CUSTOMS WAREHOUSE,550762
VIN00000973,Mexico,Moscow,45240,2017,NISSAN,Camry,BEV,Not Eligible,220,33407,1,515106,PORT OF TACOMA,742990
VIN00000974,China,São Paulo,97032,2004,BMW,Camry,PHEV,Not Eligible,342,32500,19,356171,PORT OF SEATTLE,501959
VIN00000975,France,Tokyo,80416,2016,NISSAN,Leaf,PHEV,Eligible,99,30051,20,186728,PORT OF TACOMA,317230
VIN00000976,Mexico,Paris,62299,2012,TOYOTA,Camry,PHEV,Not Eligible,203,67717,32,502780,PORT OF SEATTLE,739374
VIN00000977,Mexico,Mumbai,16915,2015,BMW,Mustang,BEV,Not Eligible,300,140402,14,320537,PORT OF SEATTLE,452991
VIN00000978,USA,Mumbai,51103,2010,TESLA,Leaf,BEV,Eligible,346,94153,3,341525,PORT OF SEATTLE,417254
VIN00000979,China,Paris,50263,2013,BMW,Leaf,BEV,Eligible,146,60239,49,971039,CUSTOMS WAREHOUSE,857215
VIN00000980,Mexico,Moscow,20378,2021,CHEVROLET,Model X,PHEV,Not Eligible,77,129196,21,707746,PORT OF SEATTLE,253499
VIN00000981,India,Berlin,63463,2005,BMW,Leaf,PHEV,Eligible,255,44335,6,993003,PORT OF TACOMA,104293
VIN00000982,China,Toronto,54334,2003,NISSAN,Camry,BEV,Not Eligible,82,139795,19,559529,PORT OF SEATTLE,918574
VIN00000983,Germany,Tokyo,70682,2024,TESLA,Bolt,PHEV,Not Eligible,321,131954,29,118351,PORT OF SEATTLE,837122
VIN00000984,Mexico,Tokyo,74071,2022,TESLA,Mustang,BEV,Eligible,306,134864,31,755896,CUSTOMS WAREHOUSE,102481
VIN00000985,Germany,Moscow,60852,2021,TOYOTA,Model X,BEV,Eligible,79,106942,3,639806,PORT OF SEATTLE,810395
VIN00000986,USA,Paris,81863,2021,TESLA,Camry,PHEV,Eligible,323,41058,15,878447,CUSTOMS WAREHOUSE,239578
VIN00000987,UK,Toronto,69935,2020,NISSAN,Camry,BEV,Eligible,205,45214,29,736626,CUSTOMS WAREHOUSE,704278
VIN00000988,Russia,Tokyo,94976,2014,CHEVROLET,Mustang,BEV,Not Eligible,104,129331,34,395942,PORT OF SEATTLE,380400
VIN00000989,Mexico,London,37191,2010,TESLA,Bolt,PHEV,Not Eligible,50,78402,11,917343,PORT OF TACOMA,559792
VIN00000990,Japan,Toronto,52869,2006,FORD,Model S,BEV,Not Eligible,104,120304,12,839433,CUSTOMS WAREHOUSE,201832
VIN00000991,India,Mumbai,32896,2023,FORD,Model S,BEV,Eligible,200,136061,45,609951,PORT OF SEATTLE,816357
VIN00000992,France,London,50258,2023,TOYOTA,Model S,BEV,Not Eligible,281,70481,35,660696,PORT OF SEATTLE,155464
VIN00000993,Canada,Moscow,51486,2006,NISSAN,Camry,BEV,Not Eligible,188,110280,25,274123,PORT OF TACOMA,410494
VIN00000994,Australia,London,22562,2014,BMW,Leaf,BEV,Eligible,121,49392,49,987581,PORT OF SEATTLE,264921
VIN00000995,Australia,Paris,33609,2000,FORD,Camry,PHEV,Not Eligible,341,147998,28,122296,PORT OF SEATTLE,192761
VIN00000996,UK,Toronto,22033,2024,TESLA,Leaf,PHEV,Eligible,69,86050,10,497164,PORT OF TACOMA,205660
VIN00000997,USA,London,12198,2001,FORD,Model S,PHEV,Eligible,221,33770,11,917401,PORT OF SEATTLE,291392
VIN00000998,Germany,Toronto,41509,2000,NISSAN,Bolt,BEV,Not Eligible,121,38300,10,206775,PORT OF SEATTLE,146850
VIN00000999,China,Sydney,69741,2009,TESLA,Camry,PHEV,Eligible,193,149634,1,592768,CUSTOMS WAREHOUSE,331620
